objid,ra,dec,u,g,r,i,z,specobjid,class,redshift
1.23765E+18,157.760855,4.125262204,19.50065,18.03745,17.13326,16.67055,16.32407,6.4856E+17,GALAXY,0.128168
1.23766E+18,157.6383208,47.48592934,18.563,16.70152,15.79898,15.36308,15.03366,1.08213E+18,GALAXY,0.06271889
1.23766E+18,188.6951892,50.80122302,18.34438,17.00356,16.28381,15.79658,15.64682,1.43899E+18,GALAXY,0.1726793
1.23766E+18,134.3533586,40.93163563,19.10433,17.9375,17.4024,17.02421,16.8173,9.34498E+17,GALAXY,0.0996949
1.23766E+18,193.1014402,9.159620218,19.15931,18.05461,17.62409,17.58151,17.2008,2.01653E+18,GALAXY,0.02587993
1.23766E+18,142.1445222,36.47484399,19.31614,17.64889,16.7932,16.38571,16.06099,1.4356E+18,GALAXY,0.08652829
1.23767E+18,182.0815554,32.59213553,17.54753,16.40324,15.94301,15.69417,15.5126,2.25641E+18,GALAXY,0.02974725
1.23766E+18,130.0510606,3.615341389,18.73377,16.876,15.93242,15.50384,15.18219,1.33764E+18,GALAXY,0.08217835
1.23765E+18,232.6992381,57.75533481,18.97291,17.17125,16.24414,15.80876,15.50335,6.92481E+17,GALAXY,0.0931208
1.23766E+18,137.3310433,28.02967381,18.99593,17.73273,17.15576,16.80566,16.61416,2.17877E+18,GALAXY,0.06816255
1.23765E+18,129.6030721,48.1036279,19.54109,17.61332,16.67018,16.24367,15.90128,6.19373E+17,GALAXY,0.1001424
1.23766E+18,238.8630997,53.12989446,18.79257,17.60951,17.14237,16.87337,16.69213,6.95966E+17,GALAXY,0.06789433
1.23766E+18,255.7040955,35.74382917,18.89629,17.01286,16.03966,15.61033,15.25968,1.09674E+18,GALAXY,0.09856609
1.23766E+18,185.8840871,13.95604256,16.47684,16.98119,15.70389,15.3271,14.99834,1.9895E+18,GALAXY,0.2450633
